name,value,network
L_47m_ROI,0,Default
L_8Av_ROI,0,Default
L_8Ad_ROI,0,Default
L_9m_ROI,0,Default
L_8BL_ROI,0,Default
L_9p_ROI,0,Default
L_10d_ROI,0,Default
L_8C_ROI,0,Frontoparietal
L_44_ROI,0,Language
L_45_ROI,0,Language
L_47l_ROI,0,Default
L_a47r_ROI,0,Frontoparietal
L_6r_ROI,0,Cingulo-Opercular
L_IFJa_ROI,0,Language
L_IFJp_ROI,0,Frontoparietal
L_IFSp_ROI,0,Language
L_IFSa_ROI,0,Frontoparietal
L_p9-46v_ROI,0,Frontoparietal
L_46_ROI,0,Cingulo-Opercular
L_a9-46v_ROI,0,Frontoparietal
L_9-46d_ROI,0,Cingulo-Opercular
L_9a_ROI,0,Default
L_10v_ROI,0,Default
L_a10p_ROI,0,Frontoparietal
L_10pp_ROI,0,Default
L_11l_ROI,0,Frontoparietal
L_13l_ROI,0,Frontoparietal
L_OFC_ROI,0,Default
L_47s_ROI,0,Default
L_LIPd_ROI,0.053494586045725,Dorsal_Attention
L_6a_ROI,0,Dorsal_Attention
L_i6-8_ROI,0,Frontoparietal
L_s6-8_ROI,0,Frontoparietal
L_43_ROI,0,Cingulo-Opercular
L_OP4_ROI,0,Somatomotor
L_OP1_ROI,0,Somatomotor
L_OP2-3_ROI,-0.00208135257067,Somatomotor
L_52_ROI,0,Auditory
L_RI_ROI,0,Auditory
L_PFcm_ROI,0,Cingulo-Opercular
L_PoI2_ROI,0,Cingulo-Opercular
L_TA2_ROI,0,Auditory
L_FOP4_ROI,0,Cingulo-Opercular
L_MI_ROI,0,Cingulo-Opercular
L_Pir_ROI,0,Orbito-Affective
L_AVI_ROI,0,Frontoparietal
L_AAIC_ROI,0,Orbito-Affective
L_FOP1_ROI,0,Cingulo-Opercular
L_FOP3_ROI,0,Cingulo-Opercular
L_FOP2_ROI,0,Somatomotor
L_PFt_ROI,0,Dorsal_Attention
L_AIP_ROI,0.021294107308139,Dorsal_Attention
L_EC_ROI,0,Default
L_PreS_ROI,0,Default
L_H_ROI,0,Default
L_ProS_ROI,0,Visual1
L_PeEc_ROI,0,Ventral_Multimodal
L_STGa_ROI,0,Language
L_PBelt_ROI,0,Auditory
L_A5_ROI,0,Language
L_PHA1_ROI,0,Default
L_PHA3_ROI,0,Dorsal_Attention
L_STSda_ROI,0,Language
L_STSdp_ROI,0,Language
L_STSvp_ROI,0,Default
L_TGd_ROI,0,Default
L_TE1a_ROI,0,Default
L_TE1p_ROI,0,Frontoparietal
L_TE2a_ROI,-0.007795685434139,Default
L_TF_ROI,-0.018417891495951,Ventral_Multimodal
L_TE2p_ROI,0,Dorsal_Attention
L_PHT_ROI,0,Dorsal_Attention
L_PH_ROI,0,Visual2
L_TPOJ1_ROI,0,Language
L_TPOJ2_ROI,0,Posterior_Multimodal
L_TPOJ3_ROI,0,Posterior_Multimodal
L_DVT_ROI,0,Visual1
L_PGp_ROI,0,Dorsal_Attention
L_IP2_ROI,0.036243975244781,Frontoparietal
L_IP1_ROI,0,Frontoparietal
L_IP0_ROI,0,Dorsal_Attention
L_PFop_ROI,0,Cingulo-Opercular
L_PF_ROI,0,Cingulo-Opercular
L_PFm_ROI,0,Frontoparietal
L_PGi_ROI,0,Default
L_PGs_ROI,0,Default
L_V6A_ROI,0,Visual2
L_VMV1_ROI,0,Visual2
L_VMV3_ROI,0,Visual2
L_PHA2_ROI,0,Default
L_V4t_ROI,-0.020882836428316,Visual2
L_FST_ROI,0,Visual2
L_V3CD_ROI,0,Visual2
L_LO3_ROI,0,Visual2
L_VMV2_ROI,-0.002555411968909,Visual2
L_31pd_ROI,0,Default
L_31a_ROI,0,Default
L_VVC_ROI,0,Visual2
L_25_ROI,0,Default
L_s32_ROI,0,Default
L_pOFC_ROI,0,Orbito-Affective
L_PoI1_ROI,0,Cingulo-Opercular
L_Ig_ROI,0,Somatomotor
L_FOP5_ROI,0,Cingulo-Opercular
L_p10p_ROI,0,Frontoparietal
L_p47r_ROI,0,Frontoparietal
L_TGv_ROI,0,Language
L_MBelt_ROI,0,Auditory
L_LBelt_ROI,0,Auditory
L_A4_ROI,0,Auditory
L_STSva_ROI,0,Default
L_TE1m_ROI,-0.005900613279859,Default
L_PI_ROI,0,Cingulo-Opercular
L_a32pr_ROI,0,Cingulo-Opercular
L_p24_ROI,0,Cingulo-Opercular
ACCUMBENS_LEFT,0,Subcortex
ACCUMBENS_RIGHT,0,Subcortex
AMYGDALA_LEFT,0,Subcortex
AMYGDALA_RIGHT,0,Subcortex
BRAIN_STEM,0,Subcortex
CAUDATE_LEFT,0,Subcortex
CAUDATE_RIGHT,0,Subcortex
CEREBELLUM_LEFT,0.042859920557589,Subcortex
CEREBELLUM_RIGHT,0,Subcortex
DIENCEPHALON_VENTRAL_LEFT,0,Subcortex
DIENCEPHALON_VENTRAL_RIGHT,0,Subcortex
HIPPOCAMPUS_LEFT,-0.010997880523612,Subcortex
HIPPOCAMPUS_RIGHT,-0.022605053120451,Subcortex
PALLIDUM_LEFT,0,Subcortex
PALLIDUM_RIGHT,0,Subcortex
PUTAMEN_LEFT,0,Subcortex
PUTAMEN_RIGHT,0,Subcortex
THALAMUS_LEFT,0.014834815265541,Subcortex
THALAMUS_RIGHT,0,Subcortex
