name,value,network
L_8Ad_ROI,0.001159999499563,Default
L_9m_ROI,0.011048017500084,Default
L_8BL_ROI,0.000403624255823,Default
L_9p_ROI,-0.006150793980394,Default
L_10d_ROI,-0.004788100496415,Default
L_8C_ROI,0.00209027992023,Frontoparietal
L_44_ROI,0.000364180682418,Language
L_45_ROI,0.00836002902134,Language
L_47l_ROI,-0.001747348186269,Default
L_a47r_ROI,-0.00245981518865,Frontoparietal
L_6r_ROI,-0.027193963927931,Cingulo-Opercular
L_IFJa_ROI,-0.001836726548884,Language
L_IFJp_ROI,0.007765948367955,Frontoparietal
L_IFSp_ROI,0.013181273386491,Language
L_IFSa_ROI,-0.008372271918303,Frontoparietal
L_p9-46v_ROI,-0.008551190703201,Frontoparietal
L_46_ROI,0.002821156201,Cingulo-Opercular
L_a9-46v_ROI,0.007654068947045,Frontoparietal
L_9-46d_ROI,-0.000620704284974,Cingulo-Opercular
L_9a_ROI,-0.000484611144367,Default
L_10v_ROI,0.000946510316047,Default
L_a10p_ROI,-0.009656197575899,Frontoparietal
L_10pp_ROI,0.002032044265559,Default
L_11l_ROI,0.015494258108118,Frontoparietal
L_13l_ROI,0.00899345235553,Frontoparietal
L_OFC_ROI,-0.004945506416575,Default
L_47s_ROI,0.027007228498082,Default
L_LIPd_ROI,0.025719950770431,Dorsal_Attention
L_6a_ROI,-0.001672655633414,Dorsal_Attention
L_i6-8_ROI,-0.012306454561583,Frontoparietal
L_s6-8_ROI,-0.007866058357803,Frontoparietal
L_43_ROI,-0.027075968745014,Cingulo-Opercular
L_OP4_ROI,-0.027610771866527,Somatomotor
L_OP1_ROI,0.02935132692474,Somatomotor
L_OP2-3_ROI,0.003392210160421,Somatomotor
L_52_ROI,0.007612532552556,Auditory
L_RI_ROI,-0.004397764756454,Auditory
L_PFcm_ROI,-0.007670563789091,Cingulo-Opercular
L_PoI2_ROI,0.004557976934753,Cingulo-Opercular
L_TA2_ROI,0.015428886523493,Auditory
L_FOP4_ROI,-0.013242202510572,Cingulo-Opercular
L_MI_ROI,-0.021122861258826,Cingulo-Opercular
L_Pir_ROI,0.009313142502762,Orbito-Affective
L_AVI_ROI,-0.015669816393053,Frontoparietal
L_AAIC_ROI,-0.003365832885272,Orbito-Affective
L_FOP1_ROI,0.017458356712218,Cingulo-Opercular
L_FOP3_ROI,0.011392728191453,Cingulo-Opercular
L_FOP2_ROI,0.026493946490513,Somatomotor
L_PFt_ROI,-0.00174460878974,Dorsal_Attention
L_AIP_ROI,0.00675355930448,Dorsal_Attention
L_EC_ROI,0.02292399689816,Default
L_PreS_ROI,-0.000106530720452,Default
L_H_ROI,0.027710049880075,Default
L_ProS_ROI,0.008724375781909,Visual1
L_PeEc_ROI,-0.005627062326423,Ventral_Multimodal
L_STGa_ROI,0.01330840747692,Language
L_PBelt_ROI,-0.016037526281571,Auditory
L_A5_ROI,0.013470949784076,Language
L_PHA1_ROI,0.017264799437969,Default
L_PHA3_ROI,-0.015461730342808,Dorsal_Attention
L_STSda_ROI,-0.017955762729779,Language
L_STSdp_ROI,0.012206014950235,Language
L_STSvp_ROI,0.006919387642922,Default
L_TGd_ROI,0.000188041671012,Default
L_TE1a_ROI,-0.018324325677406,Default
L_TE1p_ROI,-0.015438303352653,Frontoparietal
L_TE2a_ROI,0.027278232513123,Default
L_TF_ROI,0.003799179485544,Ventral_Multimodal
L_TE2p_ROI,0.019720151173733,Dorsal_Attention
L_PHT_ROI,0.019464301555725,Dorsal_Attention
L_PH_ROI,0.00083025829938,Visual2
L_TPOJ1_ROI,0.016331455465999,Language
L_TPOJ2_ROI,0.007152945151766,Posterior_Multimodal
L_TPOJ3_ROI,0.011467270584506,Posterior_Multimodal
L_DVT_ROI,-0.003722999994655,Visual1
L_PGp_ROI,0.008172580121831,Dorsal_Attention
L_IP2_ROI,0.009997606845921,Frontoparietal
L_IP1_ROI,-0.006314538339102,Frontoparietal
L_IP0_ROI,0.002937692853275,Dorsal_Attention
L_PFop_ROI,-0.009997221590099,Cingulo-Opercular
L_PF_ROI,0.002644900933567,Cingulo-Opercular
L_PFm_ROI,-0.012631824735813,Frontoparietal
L_PGi_ROI,-0.010976740440146,Default
L_PGs_ROI,-0.006961123803367,Default
L_V6A_ROI,0.007226044771909,Visual2
L_VMV1_ROI,0.03770467158813,Visual2
L_VMV3_ROI,0.000457860304888,Visual2
L_PHA2_ROI,-0.01098353929281,Default
L_V4t_ROI,-0.002421980258826,Visual2
L_FST_ROI,0.000115739483472,Visual2
L_V3CD_ROI,-0.035864164858153,Visual2
L_LO3_ROI,-0.000206193534675,Visual2
L_VMV2_ROI,0.031012272137094,Visual2
L_31pd_ROI,0.002365756376357,Default
L_31a_ROI,-0.00290135978379,Default
L_VVC_ROI,0.006356259511579,Visual2
L_25_ROI,0.006652373333933,Default
L_s32_ROI,-0.002520958136957,Default
L_pOFC_ROI,0.007984460999333,Orbito-Affective
L_PoI1_ROI,0.003360431757993,Cingulo-Opercular
L_Ig_ROI,0.000151386408943,Somatomotor
L_FOP5_ROI,0.020273984448894,Cingulo-Opercular
L_p10p_ROI,0.012438290234328,Frontoparietal
L_p47r_ROI,-0.003779800416858,Frontoparietal
L_TGv_ROI,-0.019145240312761,Language
L_MBelt_ROI,-0.012451890759041,Auditory
L_LBelt_ROI,-0.020448734945291,Auditory
L_A4_ROI,-0.004153894112788,Auditory
L_STSva_ROI,-0.022247840206956,Default
L_TE1m_ROI,-0.01864552640023,Default
L_PI_ROI,0.004626923555581,Cingulo-Opercular
L_a32pr_ROI,0.011401756827513,Cingulo-Opercular
L_p24_ROI,0.003003028732917,Cingulo-Opercular
ACCUMBENS_LEFT,0.005852073422671,Subcortex
ACCUMBENS_RIGHT,0.024065692479058,Subcortex
AMYGDALA_LEFT,0.021682427101336,Subcortex
AMYGDALA_RIGHT,0.032115881448348,Subcortex
BRAIN_STEM,-0.019680526739312,Subcortex
CAUDATE_LEFT,0.017405675005918,Subcortex
CAUDATE_RIGHT,0.012440312481946,Subcortex
CEREBELLUM_LEFT,0.017772638112145,Subcortex
CEREBELLUM_RIGHT,0.031435310606974,Subcortex
DIENCEPHALON_VENTRAL_LEFT,0.0030079397756,Subcortex
DIENCEPHALON_VENTRAL_RIGHT,0.006569875798263,Subcortex
HIPPOCAMPUS_LEFT,0.006520165750509,Subcortex
HIPPOCAMPUS_RIGHT,0.02715656093757,Subcortex
PALLIDUM_LEFT,0.02230783924293,Subcortex
PALLIDUM_RIGHT,0.020509743103493,Subcortex
PUTAMEN_LEFT,-0.003583748975441,Subcortex
PUTAMEN_RIGHT,-0.004313262190839,Subcortex
THALAMUS_LEFT,0.011531559720036,Subcortex
THALAMUS_RIGHT,-0.008081175799586,Subcortex
